0, 0, 0
16, 405, 555
16, 405, 555
18, 406, 559
17, 406, 552
18, 405, 565
18, 405, 565
18, 406, 558
16, 406, 548
16, 406, 548
16, 406, 548
17, 406, 552
17, 406, 552
16, 406, 550
16, 406, 550
16, 406, 555
16, 406, 555
15, 406, 547
15, 406, 547
19, 406, 567
19, 406, 567
17, 406, 551
18, 405, 559
17, 405, 556
17, 405, 556
18, 406, 561
18, 405, 566
19, 405, 573
19, 405, 573
18, 406, 558
18, 405, 566
19, 406, 565
19, 406, 565
21, 405, 602
21, 405, 602
20, 406, 578
19, 406, 567
19, 406, 567
19, 406, 567
19, 406, 564
19, 406, 564
19, 406, 561
20, 406, 568
17, 405, 553
17, 405, 553
81, 408, 0
81, 408, 0
129, 405, 0
129, 405, 0
155, 394, 954
155, 394, 954
162, 382, 1012
162, 382, 1012
162, 369, 0
162, 369, 0
172, 352, 1114
172, 352, 1114
180, 334, 2478
180, 334, 2478
192, 315, 0
192, 315, 0
201, 300, 1255
201, 300, 1255
206, 289, 1274
206, 288, 1273
211, 279, 1282
211, 279, 1282
213, 273, 1293
213, 273, 1293
215, 269, 1303
215, 269, 1303
216, 267, 1304
216, 267, 1304
216, 266, 1305
216, 266, 1305
215, 265, 1304
215, 265, 1304
216, 265, 1306
216, 265, 1306
215, 264, 1300
216, 262, 1304
216, 262, 1305
216, 262, 1305
216, 259, 1312
216, 259, 1312
216, 257, 1318
216, 257, 1318
217, 255, 1327
217, 255, 1327
218, 253, 1335
218, 254, 1330
217, 253, 1335
217, 253, 1335
216, 254, 1339
215, 256, 1337
214, 256, 1342
214, 256, 1342
213, 258, 1350
213, 258, 1350
211, 260, 1357
211, 260, 1357
209, 262, 1368
208, 264, 1381
207, 264, 1382
207, 264, 1382
206, 266, 1394
204, 268, 1394
204, 268, 1407
204, 268, 1407
203, 270, 1421
201, 271, 1437
201, 271, 1437
201, 271, 1437
199, 272, 1449
199, 272, 1449
197, 274, 1468
197, 274, 1468
191, 276, 0
191, 276, 0
181, 282, 3448
180, 283, 0
162, 293, 3653
132, 313, 3624
132, 313, 3624
112, 327, 3597
112, 327, 3597
93, 341, 3582
93, 341, 3582
83, 349, 3565
83, 349, 3565
68, 361, 0
68, 361, 0
61, 366, 0
61, 366, 0
54, 372, 0
54, 372, 0
48, 376, 0
48, 376, 0
40, 382, 0
40, 382, 0
33, 388, 0
33, 388, 0
34, 388, 0
34, 388, 0
32, 389, 0
32, 389, 0
34, 388, 0
34, 388, 0
35, 386, 0
35, 386, 0
47, 378, 0
47, 378, 0
64, 365, 0
64, 365, 0
79, 355, 3535
79, 355, 3535
93, 346, 3570
93, 346, 3570
111, 336, 3583
111, 336, 3583
134, 324, 3612
134, 324, 3612
154, 317, 0
154, 317, 0
166, 317, 2632
166, 317, 2632
162, 329, 2492
162, 329, 2492
151, 344, 0
151, 344, 0
151, 355, 0
151, 355, 0
178, 362, 1254
178, 362, 1254
197, 375, 1263
197, 375, 1263
207, 389, 1191
207, 389, 1191
207, 393, 1175
207, 393, 1175
205, 396, 1162
205, 396, 1162
204, 398, 1147
204, 398, 1147
200, 400, 1139
200, 400, 1139
196, 402, 1124
196, 402, 1124
190, 403, 1116
190, 403, 1116
185, 405, 0
185, 405, 0
173, 406, 1133
173, 406, 1133
152, 408, 0
152, 408, 0
109, 409, 0
109, 409, 0
25, 407, 0
25, 407, 0
13, 405, 564
13, 405, 564
11, 406, 565
11, 406, 565
11, 406, 562
11, 406, 562
12, 404, 566
12, 404, 566
12, 404, 565
12, 404, 565
12, 405, 565
12, 405, 565
12, 404, 568
12, 404, 568
85, 394, 0
85, 394, 0
141, 375, 0
141, 375, 0
150, 362, 0
150, 362, 0
152, 351, 0
152, 351, 0
151, 340, 696
151, 340, 696
149, 329, 638
149, 329, 638
144, 319, 599
144, 319, 599
136, 298, 610
136, 298, 610
129, 271, 598
129, 271, 598
124, 244, 579
124, 244, 579
124, 223, 560
124, 223, 560
126, 206, 546
126, 206, 546
128, 193, 536
128, 193, 536
130, 184, 528
130, 184, 528
137, 170, 600
149, 149, 629
153, 146, 630
153, 146, 630
158, 138, 626
158, 138, 626
161, 136, 636
161, 136, 636
163, 133, 641
163, 133, 641
166, 131, 696
166, 131, 696
168, 131, 693
168, 131, 693
169, 133, 698
169, 133, 698
170, 135, 691
170, 135, 691
171, 137, 689
171, 137, 689
170, 143, 688
170, 143, 688
170, 148, 694
169, 148, 692
169, 152, 694
169, 152, 694
168, 158, 698
168, 158, 698
168, 162, 701
168, 161, 698
167, 165, 699
167, 165, 699
167, 167, 697
167, 170, 700
167, 170, 700
167, 170, 700
166, 170, 701
166, 170, 701
166, 172, 705
166, 172, 705
163, 173, 699
162, 173, 700
158, 176, 699
157, 175, 698
154, 177, 694
153, 177, 697
151, 178, 693
150, 178, 690
149, 179, 690
148, 179, 693
147, 179, 690
147, 179, 690
146, 178, 693
146, 178, 693
145, 179, 690
145, 179, 690
145, 178, 691
145, 178, 691
145, 176, 693
145, 176, 693
146, 174, 692
146, 174, 692
147, 170, 695
146, 169, 694
147, 162, 697
148, 162, 695
146, 156, 694
147, 157, 693
143, 150, 693
144, 151, 692
139, 147, 704
140, 147, 703
134, 140, 649
135, 142, 653
131, 142, 663
131, 142, 663
124, 158, 674
123, 167, 668
124, 187, 695
121, 199, 699
131, 225, 770
123, 252, 734
136, 266, 792
135, 270, 773
166, 333, 871
166, 334, 869
205, 347, 932
205, 347, 932
292, 295, 742
292, 296, 742
303, 283, 725
303, 283, 725
301, 278, 725
301, 278, 725
301, 272, 724
301, 272, 724
299, 266, 728
299, 266, 728
297, 260, 731
297, 260, 731
294, 254, 732
294, 254, 732
289, 248, 735
289, 248, 735
285, 242, 735
286, 242, 734
282, 235, 734
282, 235, 734
278, 228, 731
278, 228, 731
275, 222, 732
275, 222, 732
272, 217, 737
272, 217, 737
269, 211, 736
269, 211, 736
266, 208, 739
266, 208, 739
263, 205, 739
263, 205, 739
261, 203, 741
261, 203, 741
258, 202, 743
256, 202, 749
256, 202, 749
256, 202, 749
254, 201, 748
254, 201, 748
253, 201, 752
253, 201, 752
253, 199, 752
253, 199, 752
255, 198, 757
255, 198, 757
260, 197, 764
260, 197, 764
267, 195, 765
267, 195, 765
277, 193, 769
277, 193, 769
285, 192, 776
285, 192, 776
293, 192, 782
293, 192, 782
299, 193, 789
299, 193, 789
302, 193, 790
300, 195, 793
299, 196, 798
299, 196, 798
294, 200, 802
288, 203, 800
288, 203, 800
288, 203, 800
283, 205, 803
283, 205, 803
276, 203, 807
276, 203, 807
270, 203, 816
268, 200, 942
265, 197, 825
265, 197, 825
260, 194, 815
260, 194, 815
255, 188, 808
255, 188, 808
249, 184, 806
245, 180, 798
245, 181, 799
244, 180, 802
241, 179, 796
241, 179, 796
238, 177, 790
237, 175, 794
236, 177, 794
236, 178, 797
235, 178, 796
235, 178, 796
237, 179, 794
240, 178, 789
240, 178, 789
240, 178, 789
243, 177, 777
243, 176, 780
245, 177, 771
246, 176, 772
249, 177, 762
249, 177, 762
253, 177, 755
253, 177, 755
257, 179, 750
262, 179, 742
263, 180, 746
265, 180, 746
268, 180, 736
268, 180, 736
275, 181, 728
275, 181, 728
281, 180, 725
281, 180, 725
287, 180, 722
287, 180, 722
292, 179, 717
292, 179, 717
296, 178, 716
296, 178, 716
299, 178, 715
299, 178, 715
300, 178, 715
300, 178, 713
300, 178, 713
299, 178, 714
298, 178, 714
298, 178, 714
296, 177, 710
293, 176, 713
293, 177, 712
293, 177, 712
289, 175, 712
289, 175, 712
284, 172, 709
284, 172, 709
279, 170, 709
274, 168, 710
273, 167, 709
273, 167, 709
267, 164, 708
266, 163, 706
261, 162, 710
261, 162, 710
255, 159, 707
255, 159, 707
249, 157, 703
246, 156, 707
243, 156, 709
241, 156, 708
237, 156, 712
232, 155, 706
232, 155, 706
227, 156, 710
227, 156, 710
222, 156, 710
222, 156, 710
220, 156, 712
219, 157, 707
216, 158, 714
216, 158, 714
215, 159, 708
216, 159, 707
216, 159, 707
216, 159, 706
216, 159, 706
219, 159, 701
223, 159, 700
223, 159, 700
229, 159, 696
229, 159, 696
236, 159, 695
236, 159, 695
245, 158, 692
245, 158, 692
250, 159, 686
253, 159, 690
263, 159, 687
263, 159, 687
273, 159, 686
273, 159, 686
281, 159, 684
283, 159, 683
292, 160, 685
292, 160, 685
300, 161, 683
300, 161, 683
308, 162, 686
308, 163, 685
314, 165, 686
314, 165, 686
319, 167, 688
319, 167, 688
322, 169, 687
323, 171, 692
325, 173, 690
325, 175, 693
326, 177, 693
326, 179, 695
325, 184, 697
325, 184, 697
322, 189, 698
322, 189, 698
321, 192, 705
319, 195, 702
313, 199, 699
313, 199, 699
313, 199, 699
307, 203, 703
307, 203, 703
299, 206, 705
299, 206, 705
299, 206, 705
297, 206, 704
283, 206, 704
276, 202, 703
276, 202, 703
269, 197, 700
269, 196, 701
263, 189, 697
263, 189, 697
258, 180, 695
258, 180, 695
255, 170, 693
255, 171, 692
254, 160, 692
254, 160, 692
254, 149, 688
254, 149, 688
257, 140, 688
257, 140, 688
261, 132, 686
261, 132, 686
269, 126, 686
269, 126, 686
278, 120, 683
278, 119, 679
288, 115, 674
288, 115, 674
299, 112, 677
299, 113, 675
310, 112, 675
310, 112, 675
320, 115, 671
320, 115, 671
328, 120, 674
328, 120, 674
334, 126, 673
334, 126, 673
337, 134, 677
337, 134, 677
337, 143, 675
337, 143, 675
335, 152, 681
335, 152, 681
329, 162, 683
329, 162, 683
323, 171, 684
323, 171, 684
314, 180, 691
314, 180, 691
303, 187, 691
303, 187, 691
291, 192, 695
291, 192, 695
278, 195, 696
278, 195, 696
267, 195, 697
267, 195, 697
256, 193, 697
256, 193, 697
247, 188, 699
247, 188, 699
241, 181, 697
241, 181, 697
236, 171, 693
236, 171, 693
235, 162, 693
235, 162, 693
236, 153, 691
236, 153, 691
240, 143, 688
240, 144, 690
247, 135, 683
247, 135, 683
255, 128, 683
255, 128, 683
267, 124, 680
267, 124, 680
279, 120, 678
279, 120, 678
293, 118, 675
293, 118, 675
304, 119, 672
304, 119, 672
314, 125, 668
314, 125, 668
323, 133, 669
323, 133, 669
328, 145, 672
328, 145, 672
330, 159, 679
330, 159, 679
330, 169, 683
330, 169, 683
329, 178, 689
329, 178, 689
324, 185, 694
324, 185, 694
319, 190, 697
319, 190, 697
313, 192, 704
312, 192, 706
306, 192, 648
306, 193, 665
301, 192, 601
301, 192, 601
295, 191, 592
295, 191, 592
290, 190, 608
290, 190, 608
283, 191, 607
283, 191, 607
279, 190, 617
279, 190, 617
275, 190, 625
275, 191, 621
272, 192, 634
272, 192, 634
272, 192, 641
272, 192, 641
274, 194, 647
274, 194, 647
280, 193, 643
280, 193, 643
287, 194, 650
287, 194, 650
294, 195, 658
294, 194, 662
300, 195, 756
300, 195, 756
305, 195, 766
305, 196, 764
310, 195, 737
310, 195, 737
312, 195, 668
312, 196, 668
314, 195, 673
314, 195, 673
312, 194, 684
312, 194, 684
310, 194, 747
310, 194, 747
305, 193, 749
305, 193, 749
298, 192, 729
298, 193, 734
291, 192, 713
291, 192, 713
284, 192, 688
284, 192, 688
276, 192, 679
276, 192, 679
270, 193, 674
270, 193, 674
265, 193, 684
265, 193, 684
264, 193, 682
264, 193, 682
269, 193, 684
269, 193, 684
275, 193, 677
275, 193, 677
282, 192, 680
282, 192, 680
289, 194, 678
289, 194, 678
295, 195, 678
295, 195, 678
300, 194, 682
300, 194, 682
302, 191, 690
302, 191, 690
303, 186, 690
303, 186, 690
301, 177, 687
301, 177, 687
298, 168, 737
298, 168, 737
296, 159, 792
296, 159, 792
294, 150, 769
294, 150, 769
294, 140, 758
294, 140, 758
294, 134, 763
294, 134, 763
294, 134, 776
294, 134, 776
294, 140, 783
294, 140, 783
295, 147, 781
295, 147, 781
294, 154, 771
294, 154, 771
288, 161, 762
288, 161, 762
278, 169, 759
278, 169, 759
266, 178, 760
266, 178, 760
256, 188, 765
256, 188, 765
255, 198, 715
255, 198, 715
256, 207, 713
256, 207, 713
263, 209, 722
263, 209, 722
272, 207, 725
272, 207, 725
281, 202, 726
281, 202, 726
291, 194, 716
291, 194, 716
301, 185, 701
301, 185, 701
313, 174, 690
313, 174, 690
324, 164, 698
324, 164, 698
330, 156, 666
330, 156, 666
338, 154, 787
338, 154, 787
338, 153, 780
338, 153, 780
332, 153, 778
332, 153, 778
320, 154, 772
320, 154, 772
304, 155, 700
304, 155, 700
288, 158, 690
288, 158, 690
273, 166, 688
273, 166, 688
261, 172, 716
261, 172, 716
257, 181, 737
257, 181, 737
261, 189, 744
261, 189, 744
270, 196, 746
270, 196, 746
282, 200, 742
282, 200, 742
295, 201, 734
295, 201, 734
304, 196, 729
304, 196, 729
309, 183, 718
309, 183, 718
310, 163, 702
310, 163, 702
303, 143, 708
303, 143, 708
299, 129, 769
299, 129, 769
297, 124, 782
297, 124, 782
300, 135, 775
300, 135, 775
297, 160, 744
297, 160, 744
282, 188, 733
282, 188, 733
262, 199, 752
262, 199, 752
244, 198, 755
244, 198, 755
232, 197, 703
232, 197, 703
227, 197, 689
227, 197, 689
230, 198, 722
230, 198, 722
243, 199, 721
